pelaaja_id,Pelaaja_Nimi,Pelaaja_Joukkue,Pelaaja_Pelipaikka,Pelaaja_Syntynyt,Pelaaja_Kansalaisuus,Pelaaja_Syntymäpaikka,Pelaaja_Ikä,Pelaaja_Pituus,Pelaaja_Paino,Pelaaja_Maila
31578145,"Mäenpää, Juuso",KalPa,Keskushyökkääjä,29.4.2002,FIN,"Helsinki, FIN",19,169,67,L
21685718,"Huttunen, Otto",KalPa,Oikea puolustaja,7.5.1991,FIN,"Iisalmi, FIN",29,190,97,R
31332145,"Kuusela, Kimi",JYP,Vasen puolustaja,26.4.2001,FIN,"Jyväskylä, FIN",20,180,75,L
29528916,"Niskala, Jaakko",Kärpät,Oikea puolustaja,17.2.1999,FIN,"Rovaniemi, FIN",22,186,82,R
32167539,"Riihinen, Petteri",Pelicans,Oikea puolustaja,14.7.2001,FIN,"Mäntsälä, FIN",19,184,78,R
30492028,"Räsänen, Eemeli",HPK,Vasen puolustaja,6.3.1999,FIN,"Joensuu, FIN",22,200,100,R
27574920,"Tyni, Paavo",HPK,Oikea puolustaja,13.1.1997,FIN,"Hattula, FIN",24,178,79,L
33150613,"Jurmo, Joni",JYP,Vasen puolustaja,19.4.2002,FIN,"Espoo, FIN",19,192,85,L
30375718,"Grönblom, Tom",Jukurit,Vasen puolustaja,29.2.2000,FIN,"Espoo, FIN",21,178,80,L
21819267,"Junttila, Julius",Jokerit,Vasen laitahyökkääjä,15.8.1991,FIN,"Oulu, FIN",29,179,81,L
60342562,"Krejcik, Jakub",Jokerit,Oikea puolustaja,25.6.1991,CZE,"Praha, CZE",29,187,90,L
40435937,"Budish, Zach",TPS,Keskushyökkääjä,9.5.1991,USA,"Edina, MN, USA",29,191,101,R
23837234,"Friman, Niklas",Jokerit,Vasen puolustaja,30.8.1993,FIN,"Rauma, FIN",27,189,88,L
22357760,"Lehtonen, Matias",Tappara,Oikea laitahyökkääjä,4.8.1995,FIN,"Turku, FIN",25,183,79,L
25443752,"Vartiainen, Taavi",Ilves,Oikea laitahyökkääjä,30.6.1994,FIN,"Lahti, FIN",26,187,91,L
25012824,"Petrell, Lennart",HIFK,Vasen laitahyökkääjä,13.4.1984,FIN,"Helsinki, FIN",37,191,95,L
29584248,"Valtola, Olli",TUTO Hockey,Keskushyökkääjä,2.4.1999,FIN,"Turku, FIN",22,185,81,L
30013384,"Seppälä, Erkka",HPK,Keskushyökkääjä,19.5.1999,FIN,"Hämeenlinna, FIN",21,174,78,L
24178578,"Ruotsi, Jesse",Lukko,Keskushyökkääjä,21.6.1999,FIN,"Luumäki, FIN",21,183,74,L
30136368,"Ek, Aleksi",SaPKo,Vasen puolustaja,21.10.1998,FIN,"Heinola, FIN",22,189,94,L
30932931,"Palojärvi, Antti",KooKoo,Vasen puolustaja,18.1.1999,FIN,"Kouvola, FIN",22,187,85,L
31425081,"Myllylä, Wiljami",HIFK,Oikea laitahyökkääjä,9.4.2001,FIN,"Haapajärvi, FIN",20,182,73,R
32579127,"Rannisto, Jasper",TUTO Hockey,Oikea puolustaja,28.11.2000,FIN,"Helsinki, FIN",20,185,80,L
30729937,"Suhonen, Pekka",KalPa,Vasen laitahyökkääjä,28.6.2000,FIN,"Kuopio, FIN",20,182,81,L
31421441,"Lausniemi, Arttu",Ässät,Oikea laitahyökkääjä,8.9.2001,FIN,"Vammala, FIN",19,172,78,L
31915960,"Taponen, Roope",HIFK,Maalivahti,14.3.2001,FIN,"Espoo, FIN",20,184,80,L
30040593,"Soukka, Severi",Ässät,Maalivahti,13.1.2001,FIN,"Oulu, FIN",20,180,76,L
30798997,"Aalto, Tuomas",HPK,Maalivahti,30.9.2000,FIN,"Hattula, FIN",20,175,76,L
30731093,"Hämäläinen, Janne",SaPKo,Vasen laitahyökkääjä,12.2.1998,FIN,"Nurmijärvi, FIN",23,176,85,L
40005170,"Keinänen, Tomas",TPS,Maalivahti,21.8.2001,FIN,"Turku, FIN",19,186,79,L
29948198,"Anttila, Eetu",TPS,Maalivahti,5.7.1999,FIN,"Naantali, FIN",21,188,89,L
31639314,"Kulmala, Lauri",Ässät,Keskushyökkääjä,3.2.1999,FIN,"Porvoo, FIN",22,188,89,L
28731241,"Pihlajamäki, Valtteri",Ässät,Oikea laitahyökkääjä,28.7.1996,FIN,"Kiikoinen, FIN",24,177,95,R
32754065,"Hirvonen, Konsta",Jokerit,Keskushyökkääjä,1.11.2000,FIN,"Vantaa, FIN",20,180,75,L
60434669,"Vrhel, Stanislav",Pelicans,Oikea laitahyökkääjä,20.12.2002,CZE,"Chomutov, CZE",18,184,79,L
32383850,"Satosaari, Patrik",Pelicans,Vasen puolustaja,18.6.2001,FIN,"Lahti, FIN",19,178,78,L
29477410,"Larinmaa, Jesper",TUTO Hockey,Vasen laitahyökkääjä,9.5.1998,FIN,"Turku, FIN",22,181,90,L
28897266,"Arola, Juuso",Hokki,Oikea puolustaja,21.8.1999,FIN,"Lahti, FIN",21,183,78,L
31765398,"Kaskinen, Olli",TPS,Vasen puolustaja,27.1.1999,FIN,"Raisio, FIN",22,184,85,L
31809869,"Heikkilä, Juuso",Pelicans,Vasen laitahyökkääjä,3.6.2000,FIN,"Haapavesi, FIN",20,182,78,L
24463542,"Ilomäki, Arttu","Luleå HF, SWE",Keskushyökkääjä,12.6.1991,FIN,"Tampere, FIN",29,182,89,R
23521977,"Tyrväinen, Juhani","Luleå HF, SWE",Keskushyökkääjä,11.9.1990,FIN,"Seinäjoki, FIN",30,181,86,L
100025912,"Texier, Alexandre",KalPa,Oikea laitahyökkääjä,13.9.1999,FIN,"Grenoble, FRA",21,185,87,L
24177618,"Varttinen, Matias",Ketterä,Oikea laitahyökkääjä,19.7.1995,FIN,"Eura, FIN",25,169,70,R
28642754,"Koponen, Marlo",Ketterä,Vasen puolustaja,13.12.1986,FIN,"Imatra, FIN",34,184,87,L
28552909,"Mäkitalo, Roope",Ketterä,Keskushyökkääjä,22.9.1998,FIN,"Lahti, FIN",22,174,79,L
28934365,"Kuusisto, Jaakko",Hokki,Vasen laitahyökkääjä,29.8.1997,FIN,"Hyvinkää, FIN",23,176,83,L
27889767,"Savolainen, Joonas",SaPKo,Keskushyökkääjä,18.6.1997,FIN,"Turku, FIN",23,184,86,L
31329598,"Järvitalo, Tommi",Kärpät,Keskushyökkääjä,15.12.1999,FIN,"Oulu, FIN",21,178,73,L
28777551,"Jantunen, Jonne",TUTO Hockey,Oikea laitahyökkääjä,9.8.1996,FIN,"Lahti, FIN",24,182,80,R
28976721,"Kotkaniemi, Kasperi",SaPKo,Maalivahti,2.3.1999,FIN,"Pori, FIN",22,177,79,L
30033458,"Torikka, Kasperi",RoKi,Vasen puolustaja,8.4.1999,FIN,"Ristiina, FIN",22,177,79,L
21295959,"Aitola, Olli",KeuPa HT,Vasen puolustaja,3.2.1992,FIN,"Jyväskylä, FIN",29,186,84,L
29620597,"Pylkkänen, Eetu",RoKi,Oikea puolustaja,29.4.1998,FIN,"Espoo, FIN",23,182,88,R
30993527,"Troshin, Daniil",Hokki,Vasen puolustaja,18.2.1999,FIN,"Tampere, FIN",22,193,89,L
27746761,"Jukuri, Samuel",Jokerit,Maalivahti,13.5.1996,FIN,"Kiiminki, FIN",24,184,78,L
30041411,"Nevasaari, Arttu",TPS,Keskushyökkääjä,23.1.2000,FIN,"Oulu, FIN",21,180,83,R
30136517,"Suni, Sami",KeuPa HT,Maalivahti,2.12.1998,FIN,"Heinola, FIN",22,185,94,L
29606838,"Isiguzo, Bernard",Pelicans,Oikea puolustaja,2.8.1999,FIN,"Helsinki, FIN",21,182,85,R
30013834,"Haaparanta, Mikko",Ketterä,Vasen laitahyökkääjä,7.9.1997,FIN,"Imatra, FIN",23,190,91,L
34399525,"Arrak, Robert",Lukko,Oikea laitahyökkääjä,1.4.1999,FIN,"Tallinna, EST",22,187,88,L
